ano_agricola;dsc_safra_previsao;uf;produto;id_produto;dsc_levantamento;id_levantamento;area_plantada_mil_ha;producao_mil_t;producao_acucar_mil_t;producao_etanol_anidro_mil_l;producao_etanol_hidratado_mil_l;producao_etanol_total_mil_l;produtcao_atr_kg_t
2024/25             ;UNICA          ;AL;CANA DE ACUCAR                          ;4238;4º LEV              ;4;292.5;18588.2;1648.3;210046.9;237483.7;447530.6;137.6
2024/25             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;1º LEV              ;1;3.8;292.9;18;0;6934;6934;109.7
2024/25             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;2º LEV              ;2;3.8;302;17.9;0;6934;6934;108
2024/25             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3º LEV              ;3;3.8;351;21;0;8104;8104;110.2
2024/25             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;4º LEV              ;4;3.8;351;21;0;8104;8104;122.5
2024/25             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;1º LEV              ;1;67.4;5877.7;238;131309;184436;315745;135.5
2024/25             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;2º LEV              ;2;68.8;5815.4;185;120000;174600;294600;116.1
2024/25             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;3º LEV              ;3;67.4;5861.7;157.1;120000;216296;336296;125.7
2024/25             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;4º LEV              ;4;76.9;6528.5;287.2;145700;189956;335656;134.6
2024/25             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;1º LEV              ;1;50.6;2640;172.9;89135;4200;93335;122.3
2024/25             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;2º LEV              ;2;50.5;2767.1;169.8;64948;34450;99398;120.5
2024/25             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;3º LEV              ;3;48.2;2676.9;162.9;61650;38200;99850;130.1
2024/25             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;4º LEV              ;4;55.7;3219.9;189.6;93030;38074;131104;120.4
2024/25             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;1º LEV              ;1;965.6;75711.8;2826.6;1392935.7;3333210.3;4726146;139.1
2024/25             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;2º LEV              ;2;975.3;79307.8;2984.3;1357091;3380943;4738034;136.5
2024/25             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;3º LEV              ;3;978.6;79765.7;2875.9;1223920;3656693;4880613;137.3
2024/25             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;4º LEV              ;4;969.7;78579.2;2957.3;1053171.8;3823482.7;4876654.5;137
2024/25             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;1º LEV              ;1;28.7;2051.4;20.9;146513;21095;167608;132.3
2024/25             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;2º LEV              ;2;30;2367.3;42.1;143187;21802;164989;132.3
2024/25             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;3º LEV              ;3;30.1;2263.1;27.2;144931;29273;174204;136.8
2024/25             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;4º LEV              ;4;29.3;2145.6;28.6;159150.3;20765.7;179916;135
2024/25             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;1º LEV              ;1;1004.6;83235.7;6070.4;1467305;1486238.5;2953543.5;139.7
2024/25             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;2º LEV              ;2;950.7;81876.3;6047.1;1376950;1653768.5;3030718.5;137.2
2024/25             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;3º LEV              ;3;958;81971.4;5855.4;1233940.1;1979764.5;3213704.7;138
2024/25             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;4º LEV              ;4;1023.8;86154.7;5550.1;1206553;2205995.8;3412548.8;138.5
2024/25             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;1º LEV              ;1;650.5;52471.6;2326;960777;1917175.6;2877952.6;132.4
2024/25             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;2º LEV              ;2;647.9;52230.5;2372.7;747792.6;2175435.2;2923227.8;133.8
2024/25             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;3º LEV              ;3;675.1;51880;2171.4;759467.7;2111084.1;2870551.8;134.2
2024/25             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;4º LEV              ;4;674.4;49278;2699.2;772482;2034112;2806594.1;133
2024/25             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;1º LEV              ;1;199.6;17502.7;530;371528.2;706734.5;1078262.7;136.3
2024/25             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;2º LEV              ;2;205.3;17627.3;532.3;443577.9;667040.3;1110618.2;135
2024/25             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;3º LEV              ;3;193.7;16976.5;544.9;374823.4;637845.1;1012668.5;125.3
2024/25             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;4º LEV              ;4;218;17962.1;578.4;425677.8;678519.5;1104197.3;135.6
2024/25             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;1º LEV              ;1;16.7;1281.2;76.7;38247;12045;50292;130.9
2024/25             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;2º LEV              ;2;16.7;1312;76.7;38247;12045;50292;130.9
2024/25             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;3º LEV              ;3;16.7;1312;76.7;38247;12045;50292;130.9
2024/25             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;4º LEV              ;4;16.7;1312;76.7;38247;12045;50292;130.9
2024/25             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;1º LEV              ;1;128;7738.5;242.5;224449;136635;361084;125.4
2024/25             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;2º LEV              ;2;129.3;8053.3;367.2;207709;129928;337637;123.3
2024/25             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;3º LEV              ;3;129.1;7942.4;260.4;184361;183206;367567;126.1
2024/25             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;4º LEV              ;4;127.3;7486.6;308;174467;157745;332212;129.5
2024/25             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;1º LEV              ;1;221.4;13199.5;984.3;148972.5;160107;309079.5;124.3
2024/25             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;2º LEV              ;2;245;14814.6;1191.3;130223;195617;325840;126.8
2024/25             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;3º LEV              ;3;247.5;14924.6;1206.2;122842;192905;315747;130.8
2024/25             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;4º LEV              ;4;242;14334.5;1180.7;138315.3;199337.5;337652.8;133.1
2024/25             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;1º LEV              ;1;20.3;1299.6;112.5;18681;8006;26687;131.4
2024/25             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;2º LEV              ;2;20.4;1250;112.5;18681;8006;26687;131
2024/25             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;3º LEV              ;3;20.2;1120;82.7;8608;21022;29630;131.5
2024/25             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;4º LEV              ;4;21.5;1292;111.1;15369;15369;30738;131
2024/25             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;1º LEV              ;1;522.6;37000.1;2962.3;688263.6;507970.3;1196233.9;132.1
2024/25             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;2º LEV              ;2;488.3;34206.3;2616.8;557803.9;541926.9;1099730.8;130
2024/25             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;3º LEV              ;3;491.5;33759.1;2624.6;547633.9;539373.9;1087007.8;131.2
2024/25             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;4º LEV              ;4;497.1;35719.6;2760.7;554083.5;624697.9;1178781.4;131.7
2024/25             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;1º LEV              ;1;35;1772.2;60;0;87500;87500;123.4
2024/25             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;2º LEV              ;2;36.1;1965.4;61.6;0;99455;99455;123.4
2024/25             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;3º LEV              ;3;35;1662;44.3;0;105852;105852;130.5
2024/25             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;4º LEV              ;4;35;1751.4;48;0;100500;100500;130.5
2024/25             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;1º LEV              ;1;66.7;3649.3;218.7;39155;100268.6;139423.6;126.7
2024/25             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;2º LEV              ;2;70.3;3769.9;230.8;39155;93338.9;132493.9;127.3
2024/25             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;3º LEV              ;3;70.3;3769.9;305.7;37516;89908.9;127424.9;127.3
2024/25             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;4º LEV              ;4;81.6;4092.8;251.4;18878;125112;143990;127.9
2024/25             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;1º LEV              ;1;45.2;2580.8;133.5;17400;93739;111139;124.4
2024/25             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;2º LEV              ;2;45.4;2703.8;136;18000;112000;130000;125.2
2024/25             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;3º LEV              ;3;45.6;2244.2;122.4;16200;87320;103520;130.2
2024/25             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;4º LEV              ;4;44.8;2139.3;121.4;15000;82500;97500;129.8
2024/25             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;1º LEV              ;1;4308.1;355090.9;27728.2;6162300.4;5949194.9;12111495.3;136.9
2024/25             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;2º LEV              ;2;4305.4;356189.5;27280.5;5880671;7324455.8;13205126.8;135.8
2024/25             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;3º LEV              ;3;4346;348167;26035.9;5849579.6;7642594.6;13492174.2;139.1
2024/25             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4º LEV              ;4;4413.2;353547.4;26035.9;5347010.9;8200780.7;13547791.5;139.1
2024/25             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;1º LEV              ;1;28.9;2207.5;0;115000;84885;199885;129.8
2024/25             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;2º LEV              ;2;29;2430;0;115000;87152;202152;128
2024/25             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;3º LEV              ;3;29.1;2429;0;107427;95578;203005;128
2024/25             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;4º LEV              ;4;30.5;2576;0;100000;114250;214250;126
2025/26             ;UNICA          ;AL;CANA DE ACUCAR                          ;4238;1º LEV              ;1;292.5;17799.2;1648.3;210046.9;237483.7;447530.6;137.2
2025/26             ;UNICA          ;AL;CANA DE ACUCAR                          ;4238;2º LEV              ;2;294.8;17567.7;1600;211062;261606.1;472668.1;137.2
2025/26             ;UNICA          ;AL;CANA DE ACUCAR                          ;4238;3º LEV              ;3;293.1;18232;1539.5;188717;238304.2;427021.2;130.2
2025/26             ;UNICA          ;AL;CANA DE ACUCAR                          ;4238;4º LEV              ;4;293.1;18232;1539.5;211753.7;284904;496657.7;130.2
2025/26             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;1º LEV              ;1;3.8;321.4;21;0;8104;8104;124.4
2025/26             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;2º LEV              ;2;3.6;302.1;16.4;0;6376;6376;108
2025/26             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3º LEV              ;3;3.7;325;19.9;0;7069;7069;110
2025/26             ;UNICA          ;AM;CANA DE ACUCAR                          ;4238;4º LEV              ;4;3.7;339;20.1;1006;7384;8390;109.8
2025/26             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;1º LEV              ;1;76.9;6489.5;287.2;145700;189956;335656;135.3
2025/26             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;2º LEV              ;2;76.8;6873.7;231.4;166815;228448;395263;131.7
2025/26             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;3º LEV              ;3;76.9;6362.9;147.7;136500;213685;350185;126.9
2025/26             ;UNICA          ;BA;CANA DE ACUCAR                          ;4238;4º LEV              ;4;66.8;5874.4;147.7;151935.6;199129;351064.6;129
2025/26             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;1º LEV              ;1;55.7;3151.2;189.6;93030;38074;131104;125.6
2025/26             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;2º LEV              ;2;56.7;3344.9;196.5;90774;35114;125888;125.6
2025/26             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;3º LEV              ;3;56.7;3501.8;198;94764;29000;123764;121
2025/26             ;UNICA          ;ES;CANA DE ACUCAR                          ;4238;4º LEV              ;4;53.9;3320.8;198;74264;28000;102264;120.8
2025/26             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;1º LEV              ;1;1000.8;80784.7;3033.2;1205576;3658842;4864418;137.7
2025/26             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;2º LEV              ;2;999.9;79435.5;2900.7;1209398;3612608;4822006;134.8
2025/26             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;3º LEV              ;3;1027.9;80426.1;2793;1250067.3;3586577.8;4836645.1;133.8
2025/26             ;UNICA          ;GO;CANA DE ACUCAR                          ;4238;4º LEV              ;4;1030.7;80140.8;3090.9;1205784.2;3345611.6;4551395.8;134.5
2025/26             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;1º LEV              ;1;29.3;2164.6;28.6;159150.3;20765.7;179916;133.9
2025/26             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;2º LEV              ;2;29.8;2204.9;28.4;147648.4;19869.1;167517.5;136.6
2025/26             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;3º LEV              ;3;30.9;2161.8;24.5;139931;22860;162791;135.5
2025/26             ;UNICA          ;MA;CANA DE ACUCAR                          ;4238;4º LEV              ;4;31.2;2131.6;24.5;139931;22860;162791;135.5
2025/26             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;1º LEV              ;1;1023.8;82468.5;6116.2;1390142;1879038.8;3269180.8;141.3
2025/26             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;2º LEV              ;2;1019.7;81415.9;6026.6;1298963.9;1701454.2;3000418.1;134.6
2025/26             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;3º LEV              ;3;1036.5;79646.3;5653.5;1228081;1573278.5;2801359.6;132.6
2025/26             ;UNICA          ;MG;CANA DE ACUCAR                          ;4238;4º LEV              ;4;1036.8;77138.8;5591.7;1045463.8;1666606.6;2712070.4;134.3
2025/26             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;1º LEV              ;1;693.8;49426.6;2699.2;776550.2;1903811.2;2680361.5;136.6
2025/26             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;2º LEV              ;2;704.2;52436.4;2562.9;833961.2;1997567.4;2831528.6;132.4
2025/26             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;3º LEV              ;3;715.9;52381.8;2504.8;956269.1;1806300.6;2762569.7;132.2
2025/26             ;UNICA          ;MS;CANA DE ACUCAR                          ;4238;4º LEV              ;4;706.9;51563.3;2124.9;572005.6;2225201;2797206.6;131.9
2025/26             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;1º LEV              ;1;218;18152.6;615.4;425677.8;678519.5;1104197.3;136.1
2025/26             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;2º LEV              ;2;216.8;18139.8;615.4;435385;695835.6;1131220.6;133
2025/26             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;3º LEV              ;3;217.1;18222.5;605.7;424429.2;741435.2;1165864.3;132.8
2025/26             ;UNICA          ;MT;CANA DE ACUCAR                          ;4238;4º LEV              ;4;217.5;18487.9;653.3;398406.5;744847.1;1143253.6;128.8
2025/26             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;1º LEV              ;1;16.7;1329.8;76.7;38247;12045;50292;128.3
2025/26             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;2º LEV              ;2;17.6;1368;76.7;38247;12045;50292;130
2025/26             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;3º LEV              ;3;17.8;1489.3;82.7;41941;13597;55538;130
2025/26             ;UNICA          ;PA;CANA DE ACUCAR                          ;4238;4º LEV              ;4;17.8;1489.3;82.7;41941;13597;55538;130
2025/26             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;1º LEV              ;1;127.1;7635.5;347.9;174467;157745;332212;125.5
2025/26             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;2º LEV              ;2;126.8;7313;320.6;182921;159399;342320;125.5
2025/26             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;3º LEV              ;3;126;7249.8;320.6;151954;206603;358557;124.5
2025/26             ;UNICA          ;PB;CANA DE ACUCAR                          ;4238;4º LEV              ;4;129.6;6915.1;223.9;220202;168283;388485;128.2
2025/26             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;1º LEV              ;1;242;14648;1180.7;138315.3;199337.5;337652.8;129.5
2025/26             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;2º LEV              ;2;232.5;13770.6;1066.4;130569;225015.3;355584.3;129.5
2025/26             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;3º LEV              ;3;234.5;13800.5;1063.2;130523;209536;340059;131.3
2025/26             ;UNICA          ;PE;CANA DE ACUCAR                          ;4238;4º LEV              ;4;232.8;13428.4;971.9;117412.4;248561.6;365974;130.6
2025/26             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;1º LEV              ;1;21.5;1230.3;111.1;15369;15369;30738;126.4
2025/26             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;2º LEV              ;2;20.5;1169.3;111.1;15369;15369;30738;131.5
2025/26             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;3º LEV              ;3;20.6;1038.6;111.1;11520.3;19217.7;30738;131
2025/26             ;UNICA          ;PI;CANA DE ACUCAR                          ;4238;4º LEV              ;4;20.5;1152;86;18839;19061;37900;130.7
2025/26             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;1º LEV              ;1;497.1;34365;2760.7;554083.5;624697.9;1178781.4;133.7
2025/26             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;2º LEV              ;2;498;35244.7;2860.4;560728;585651.8;1146379.8;129.8
2025/26             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;3º LEV              ;3;499.7;36198.2;2859;545614.2;628503.9;1174118.2;131.5
2025/26             ;UNICA          ;PR;CANA DE ACUCAR                          ;4238;4º LEV              ;4;495.4;35981;2836.8;555762.4;649914;1205676.4;132
2025/26             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;1º LEV              ;1;35;1661.7;48;0;100500;100500;124.2
2025/26             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;2º LEV              ;2;36.6;1844.2;55.7;0;100912;100912;124.2
2025/26             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;3º LEV              ;3;34.4;1694;22.4;0;105300;105300;113.4
2025/26             ;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;4º LEV              ;4;34.3;1669.1;21.9;0;102468;102468;113
2025/26             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;1º LEV              ;1;81.6;4253.6;251.4;18878;125112;143990;126.9
2025/26             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;2º LEV              ;2;81.6;4253.6;251.4;18878;125112;143990;129.8
2025/26             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;3º LEV              ;3;81.6;4092.8;251.4;18878;125112;143990;130.5
2025/26             ;UNICA          ;RN;CANA DE ACUCAR                          ;4238;4º LEV              ;4;78.6;3596.3;169.4;14306.9;134974.3;149281.2;126.4
2025/26             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;1º LEV              ;1;44.8;2094.1;121.4;15000;82500;97500;130.2
2025/26             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;2º LEV              ;2;44.8;2094.1;119.7;14700;82386;97086;130.2
2025/26             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;3º LEV              ;3;44.5;2122.8;119.7;14700;82386;97086;130
2025/26             ;UNICA          ;SE;CANA DE ACUCAR                          ;4238;4º LEV              ;4;37;1927.2;128.9;17015.8;78600.8;95616.7;126
2025/26             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;1º LEV              ;1;4302.1;332907.5;26338.3;5915668.7;6689188;12604856.7;141.8
2025/26             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;2º LEV              ;2;4358.1;337897.9;25421.5;5321442.8;6048407.4;11369850.2;134.1
2025/26             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;3º LEV              ;3;4425.4;335312.8;26701.7;5060985.4;6382231.6;11443217;134.9
2025/26             ;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4º LEV              ;4;4436.5;347937.2;26266.9;5253655;7185712.1;12439367;137.4
2025/26             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;1º LEV              ;1;30.5;2554.4;0;100000;114250;214250;123.1
2025/26             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;2º LEV              ;2;30.9;2143.7;0;96540;78758;175298;119
2025/26             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;3º LEV              ;3;31.6;2186.3;0;80035.3;85504.1;165539.4;128
2025/26             ;UNICA          ;TO;CANA DE ACUCAR                          ;4238;4º LEV              ;4;31.6;1959.5;0;80035.3;85504.1;165539.4;128
