ano_agricola;dsc_safra_previsao;uf;produto;id_produto;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
1976/77             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;99.3;20;0.2
1976/77             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;123.4;23.3;0.2
1976/77             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1296;233.3;0.2
1976/77             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;73.1;80.6;1.1
1976/77             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;44.4;6.7;0.2
1976/77             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;116.2;88.3;0.8
1976/77             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;68.4;44.9;0.7
1976/77             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;666.7;116.7;0.2
1976/77             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;300.9;83.3;0.3
1976/77             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;141.2;13.3;0.1
1976/77             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;290.4;394.1;1.4
1976/77             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;559.9;100.2;0.2
1976/77             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1976/77             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;15.9;3.3;0.2
1976/77             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;300.1;554.9;1.8
1976/77             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;62.8;17.6;0.3
1977/78             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;130.2;40;0.3
1977/78             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1294;265.3;0.2
1977/78             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;66;59.4;0.9
1977/78             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;47.1;9;0.2
1977/78             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;121.3;90.2;0.7
1977/78             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;45.6;48.6;1.1
1977/78             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;566.8;99.8;0.2
1977/78             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;278.8;59.9;0.2
1977/78             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;127;21.7;0.2
1977/78             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;290;288;1
1977/78             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;552.2;86.7;0.2
1977/78             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1977/78             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;328;386.1;1.2
1977/78             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;72.9;17.4;0.2
1978/79             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;85.8;40;0.5
1978/79             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1256.8;181;0.1
1978/79             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;35.1;50;1.4
1978/79             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;51.1;12;0.2
1978/79             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;99.3;62.6;0.6
1978/79             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;45.8;62.6;1.4
1978/79             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;5.2;3.4;0.7
1978/79             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;600;83.4;0.1
1978/79             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;245.3;54.9;0.2
1978/79             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;156.6;23;0.1
1978/79             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;286;485.1;1.7
1978/79             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;389.4;46.3;0.1
1978/79             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1978/79             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;20.4;5;0.2
1978/79             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;273.9;492.2;1.8
1978/79             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;81;13.4;0.2
1979/80             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;76;47.6;0.6
1979/80             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1365;182.9;0.1
1979/80             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;31.4;53.4;1.7
1979/80             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;52;10;0.2
1979/80             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;90;54.9;0.6
1979/80             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;44.4;64.3;1.4
1979/80             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;4.4;4;0.9
1979/80             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;638;88;0.1
1979/80             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;271;46.6;0.2
1979/80             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;165;20;0.1
1979/80             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;336.7;557.9;1.7
1979/80             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;617;41.3;0.1
1979/80             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1979/80             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;15;2.4;0.2
1979/80             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;284;496.4;1.7
1979/80             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;91;18;0.2
1980/81             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;82.5;46.4;0.6
1980/81             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1436;106.3;0.1
1980/81             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;38;71.4;1.9
1980/81             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;59.8;14.4;0.2
1980/81             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;103;82;0.8
1980/81             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;47;56;1.2
1980/81             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;6.6;4;0.6
1980/81             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;727;74.2;0.1
1980/81             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;309;32.1;0.1
1980/81             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;173;17.3;0.1
1980/81             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;305.8;577.7;1.9
1980/81             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;440;44.4;0.1
1980/81             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1980/81             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;15;5;0.3
1980/81             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;303;560.9;1.9
1980/81             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;86.5;26;0.3
1981/82             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;58;49.5;0.9
1981/82             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1208.8;210.3;0.2
1981/82             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;39;62.9;1.6
1981/82             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;53.6;11.6;0.2
1981/82             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;95.8;80;0.8
1981/82             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;41.8;61.4;1.5
1981/82             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;4.9;5.1;1
1981/82             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;10.2;6;0.6
1981/82             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;660;77.2;0.1
1981/82             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;200;20.4;0.1
1981/82             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;200;20.6;0.1
1981/82             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;373;734.8;2
1981/82             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;440;58.1;0.1
1981/82             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1981/82             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;37;6.7;0.2
1981/82             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;318;540.6;1.7
1981/82             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;80.2;16;0.2
1982/83             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;62.5;53.3;0.9
1982/83             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;1147.6;66.6;0.1
1982/83             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;37.4;80;2.1
1982/83             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;32;8;0.2
1982/83             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;85.3;110;1.3
1982/83             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;43.5;61.3;1.4
1982/83             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;4;4.2;1
1982/83             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;12.6;8.3;0.7
1982/83             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;560.8;40.4;0.1
1982/83             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;162;16.5;0.1
1982/83             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;194;8.7;0
1982/83             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;443.4;706.8;1.6
1982/83             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;427.4;13.7;0
1982/83             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1982/83             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;18.5;3.3;0.2
1982/83             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;313.5;470.3;1.5
1982/83             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;68.5;20.7;0.3
1983/84             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;105;65.5;0.6
1983/84             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;795;253.6;0.3
1983/84             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;47;93.7;2
1983/84             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;42;9.2;0.2
1983/84             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;110;80.3;0.7
1983/84             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;34.8;58.8;1.7
1983/84             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;7;9.8;1.4
1983/84             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;15;9.9;0.7
1983/84             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;530;115;0.2
1983/84             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;130;40;0.3
1983/84             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;183;33.3;0.2
1983/84             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;332.5;600.2;1.8
1983/84             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;440;73.5;0.2
1983/84             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1983/84             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;23.5;6.1;0.3
1983/84             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;244;506.3;2.1
1983/84             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;80;23.2;0.3
1984/85             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;129;185.9;1.4
1984/85             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;810;162.8;0.2
1984/85             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;64;116.5;1.8
1984/85             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;36;7.6;0.2
1984/85             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;155;200.3;1.3
1984/85             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;67;110.2;1.6
1984/85             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;15;21;1.4
1984/85             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;8;4.8;0.6
1984/85             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;530;68.9;0.1
1984/85             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;160;39;0.2
1984/85             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;204;37.5;0.2
1984/85             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;540;1030.9;1.9
1984/85             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;499;31.4;0.1
1984/85             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1984/85             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;30;9.4;0.3
1984/85             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;380;701.9;1.8
1984/85             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;92;23.9;0.3
1985/86             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;210;221.9;1.1
1985/86             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;757.5;72;0.1
1985/86             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;45;94.5;2.1
1985/86             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;32.8;9.8;0.3
1985/86             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;167.5;164.2;1
1985/86             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;62;99.2;1.6
1985/86             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;16.5;18;1.1
1985/86             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;13;7.5;0.6
1985/86             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;380;28.9;0.1
1985/86             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;147;13.2;0.1
1985/86             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;218;37.1;0.2
1985/86             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;445;747.6;1.7
1985/86             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;340;19.4;0.1
1985/86             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1985/86             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;43;12.9;0.3
1985/86             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;356;701.3;2
1985/86             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;57.7;16.2;0.3
1986/87             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;178.8;112.2;0.6
1986/87             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;368;33.9;0.1
1986/87             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;35;70;2
1986/87             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;23.6;6.4;0.3
1986/87             ;UNICA          ;MG;ALGODAO EM CAROCO                       ;4585;147;94.4;0.6
1986/87             ;UNICA          ;MS;ALGODAO EM CAROCO                       ;4585;52.7;75.9;1.4
1986/87             ;UNICA          ;MT;ALGODAO EM CAROCO                       ;4585;14;11.2;0.8
1986/87             ;UNICA          ;PA;ALGODAO EM CAROCO                       ;4585;13;3.3;0.3
1986/87             ;UNICA          ;PB;ALGODAO EM CAROCO                       ;4585;157.3;19.3;0.1
1986/87             ;UNICA          ;PE;ALGODAO EM CAROCO                       ;4585;83.3;9.6;0.1
1986/87             ;UNICA          ;PI;ALGODAO EM CAROCO                       ;4585;200;38.8;0.2
1986/87             ;UNICA          ;PR;ALGODAO EM CAROCO                       ;4585;392;695.8;1.8
1986/87             ;UNICA          ;RJ;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;RN;ALGODAO EM CAROCO                       ;4585;86.8;6.5;0.1
1986/87             ;UNICA          ;RO;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;RR;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;RS;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;SC;ALGODAO EM CAROCO                       ;4585;0;0;0
1986/87             ;UNICA          ;SE;ALGODAO EM CAROCO                       ;4585;27.8;6.4;0.2
1986/87             ;UNICA          ;SP;ALGODAO EM CAROCO                       ;4585;324;605.9;1.9
1986/87             ;UNICA          ;TO;ALGODAO EM CAROCO                       ;4585;0;0;0
1987/88             ;UNICA          ;AC;ALGODAO EM CAROCO                       ;4585;0;0;0
1987/88             ;UNICA          ;AL;ALGODAO EM CAROCO                       ;4585;68.6;20.6;0.3
1987/88             ;UNICA          ;AM;ALGODAO EM CAROCO                       ;4585;0;0;0
1987/88             ;UNICA          ;AP;ALGODAO EM CAROCO                       ;4585;0;0;0
1987/88             ;UNICA          ;BA;ALGODAO EM CAROCO                       ;4585;327;261.4;0.8
1987/88             ;UNICA          ;CE;ALGODAO EM CAROCO                       ;4585;456;127.7;0.3
1987/88             ;UNICA          ;DF;ALGODAO EM CAROCO                       ;4585;0;0;0
1987/88             ;UNICA          ;ES;ALGODAO EM CAROCO                       ;4585;0;0;0
1987/88             ;UNICA          ;GO;ALGODAO EM CAROCO                       ;4585;63.1;113.6;1.8
1987/88             ;UNICA          ;MA;ALGODAO EM CAROCO                       ;4585;17;4.4;0.3
