ano_agricola;dsc_safra_previsao;uf;produto;id_produto;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2026                ;UNICA          ;ES;CAFE                                    ;7090;269449;14863;55.2
2026                ;UNICA          ;GO;CAFE                                    ;7498;6031;253.2;42
2026                ;UNICA          ;MG;CAFE                                    ;7498;1122043;31821.8;28.4
2026                ;UNICA          ;MG;CAFE                                    ;7090;11114;602.2;54.2
2026                ;UNICA          ;MT;CAFE                                    ;7090;11940;298.7;25
2026                ;UNICA          ;NI;CAFE                                    ;7498;2850;31.6;11.1
2026                ;UNICA          ;NI;CAFE                                    ;7090;2184;118.7;54.4
2026                ;UNICA          ;PR;CAFE                                    ;7498;26155;750.6;28.7
2026                ;UNICA          ;RJ;CAFE                                    ;7498;12379;394;31.8
2026                ;UNICA          ;RO;CAFE                                    ;7090;43155;2744.7;63.6
2026                ;UNICA          ;SP;CAFE                                    ;7498;196025;5498.5;28
